,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OR4X2,0.021096745512032743,0.055451102336844985,4.618381747835307,0.012006608670414828,0.9904203424799126,
OR4X7P,0.0,,,,,
OR51A10P,0.23377850954725982,0.3183765850319727,1.278960337752551,0.24893390016412784,0.8034119119881644,
OR51A1P,0.008609820018878094,0.0503751695084329,4.6200279592832825,0.010903650357182628,0.9913003181075567,
OR51A2,0.017491536970268177,0.050375169819857755,4.620027959282452,0.01090365042459216,0.9913003180537749,
OR51A3P,0.08832727589056667,0.1246085864487939,4.619834501510164,0.02697252172303163,0.9784816505434863,
OR51A4,0.008335704102481727,0.04249541987316835,4.620049057155458,0.009198045160873806,0.9926611252597861,
OR51A5P,0.027259791710242096,0.08405666762727465,4.6199390055059855,0.018194324108412898,0.9854838305936299,
OR51A6P,0.09893975672619709,0.12546946352336769,4.616615829199073,0.027177800398681885,0.9783179218806324,
OR51A7,0.014442851368925038,0.06613473123895909,4.619986091359114,0.014314919987021755,0.9885787364229454,
OR51A8P,0.01345472273741718,0.0503751696037311,4.6200279592830285,0.01090365037781042,0.9913003180910991,
OR51A9P,0.34232298864715255,0.3360788930225963,2.6156262072920438,0.1284888842624568,0.8977620943834479,
OR51AB1P,0.0529666762771583,0.03613657494091458,4.525899483504383,0.007984396267001094,0.993629441179107,
OR51B2,0.09951726836667858,0.15403880157609334,2.1027254660288603,0.07325673468301408,0.9416018198711016,
OR51B3P,0.08780474191082889,-0.0004190789190633105,2.8894929629538013,-0.0001450354523912405,0.9998842784521736,
OR51B4,0.06004660897077146,-0.07018172303507149,2.0386140533998467,-0.03442619406945993,0.9725372960012615,
OR51B6,0.0999642469883791,0.45056989518054413,1.9202138357095224,0.2346456872674588,0.814483746038563,
OR51B8P,0.023161730203050405,0.0951311988898746,4.619910226794767,0.020591568714501924,0.9835714662326903,
OR51C4P,0.3178837059598335,-0.15024735869771946,4.615745695471919,-0.03255104778521773,0.9740326073299671,
OR51D1,0.027515837388213362,0.15547645852856712,4.619756812027311,0.03365468461971673,0.9731525149182739,
OR51E1,0.6494289552434191,0.303145902450619,1.7420649565117745,0.1740152692455415,0.8618534621900319,
OR51E2,0.03360025808808677,0.17431282309859666,4.6197101781042855,0.03773241532007243,0.9699010307038992,
OR51F1,0.05858833656671918,0.20044952157917323,3.872554591522767,0.05176157413454368,0.9587186738825714,
OR51F2,0.07917037537839769,-0.16350377198074537,4.158034371981778,-0.03932237142686658,0.9686333705885891,
OR51F3P,0.04278018207891946,0.07401454126275595,4.619965320222672,0.01602058373442262,0.9872179703563043,
OR51F4P,0.09960951096386471,0.2684767478497306,4.618581331101754,0.05812970014012635,0.9536453170945669,
OR51F5P,0.031004430973523386,0.0018141941827291182,4.0603157385507656,0.00044681111015683036,0.9996434963254728,
OR51G1,0.111024745254753,0.19245348312953525,3.9131000109715472,0.049181846257426165,0.9607743783451739,
OR51G2,0.004523174537520587,0.01891629371936275,4.62011284941449,0.004094335860597004,0.9967332017572996,
OR51H1,0.0,,,,,
OR51H2P,0.0664420278328674,0.05718530851453244,4.620009813514037,0.012377746113711516,0.99012423965421,
OR51I1,0.14192307135161003,-0.22478438565934605,1.7230215541887441,-0.1304594159677718,0.8962029610396955,
OR51I2,0.1750175983627165,0.6253516662639576,1.4831172313398373,0.421646821336584,0.6732828254705688,
OR51J1,0.21077257265877636,0.7016642768645716,1.5252043525035266,0.46004607560477645,0.6454831486767678,
OR51K1P,0.23746001004624068,0.27092860958279025,1.4395369990612352,0.18820538114648722,0.8507156543240033,
OR51L1,0.019619310818173287,0.08982057820026276,4.619923980276959,0.0194420035012953,0.9844885027837472,
OR51M1,0.16379415451482682,0.3168474904090299,2.185992304283889,0.1449444674567719,0.8847547171715667,
OR51N1P,0.05949507691985453,0.08982057793272213,4.6199239802776555,0.019442003443382188,0.9844885028299465,
OR51P1P,0.34417874000695897,0.05007610366576852,3.6523688916054415,0.013710582132287569,0.9890608809208163,
OR51Q1,0.3269181915734873,0.3245701223079093,1.4298172105533493,0.22700112987330623,0.8204228635904018,
OR51R1P,0.4970517398845233,1.5009422965921444,1.3943934484376221,1.0764123270041948,0.2817428917621554,
OR51S1,0.03970732034521485,-0.09056020440203029,4.6155893213528225,-0.01962050739286467,0.9843461044477425,
OR51T1,0.03520538724003185,0.11170372150764767,4.572602849971588,0.02442891394085138,0.9805104852142781,
OR51V1,0.003204105322450795,0.02676496424228557,4.6200915048524545,0.005793167562628249,0.9953777468980607,
OR52A4P,0.06114007495719215,0.2120232927674494,3.8314605011307887,0.05533746014212451,0.9558696189963056,
OR52A5,0.27251837033606297,0.1775911846918929,2.354399712370867,0.07542949642695104,0.9398729912980606,
OR52B1P,0.04872016999102987,0.16178337248335747,4.619741132926521,0.035020008227359414,0.9720637863994844,
OR52B2,0.03812535824423171,0.10458735369022355,3.9052504283059304,0.026781215599429,0.9786342356245669,
OR52B3P,0.06627452320114695,0.2891697108257403,2.7510917835292465,0.10511089181284167,0.9162878167655392,
OR52B4,0.04843067295158854,0.20014739837374948,3.539590011771933,0.056545361950989026,0.9549073596961217,
OR52B5P,0.16001402756168387,0.022571983774348228,1.5095645074964645,0.014952646052723317,0.9880699591293574,
OR52B6,0.8240820568164532,0.6494375986877039,0.8476603134084782,0.7661531257447781,0.44358519547639164,
OR52D1,0.4450234454592419,0.28240480804792845,1.1221628061369648,0.251661172963043,0.8013029706975099,
OR52E1,0.07011004036482502,0.1860630191163661,4.619681381009081,0.0402761584124064,0.9678729611830893,
OR52E2,0.20890895419154104,0.13647244744706705,4.404461983259164,0.030985043795537934,0.9752814672687407,
OR52E3P,0.30172654375785557,0.22574427020937604,4.619585772104461,0.048866777530691415,0.9610254649068185,
OR52E4,0.00782403313429279,0.042495420238343094,4.620049057154473,0.009198045239917081,0.9926611251967214,
OR52E5,0.1255350930850712,-0.1062711130734201,3.046641345749009,-0.034881399224001415,0.9721743128556539,
OR52E6,0.011754542551390822,0.01891629362803748,4.620112849414738,0.004094335840829892,0.9967332017730713,
OR52E7P,0.034208344330539896,0.08982057783156346,4.619923980277919,0.019442003421484902,0.9844885028474146,
OR52E8,0.39692304836082254,0.3232785009704855,2.704071507925236,0.11955249704861863,0.9048376515929234,
OR52H1,0.31782079063564994,1.1362807232369867,1.0875231206776304,1.0448336238856015,0.29609987168932883,
OR52H2P,0.44461391189014177,0.3107229401388332,0.9787814910308489,0.317458945623891,0.7508953862086138,
OR52I2,0.1511460559920301,0.013925154981266678,2.587920426300546,0.005380828111926457,0.9957067410425136,
OR52J1P,0.45446823731087294,0.5115699473034165,3.736886246489957,0.1368973828903495,0.8911119075120978,
OR52J2P,0.15727760269872057,0.17903348712539052,3.927139571791286,0.04558877622058336,0.9636380151505795,
OR52J3,0.23048488873565134,0.06576734620922445,4.472798263920612,0.01470384808984798,0.9882684493592739,
OR52K1,0.0874970746055486,0.48438908583055207,4.437298880897137,0.10916305140406,0.9130731658331852,
OR52K2,0.46924091794203926,0.9499884332926279,1.0903024651727622,0.8713072414654213,0.38358641759581236,
OR52L1,0.017029344928343564,0.09389709339509598,4.619913427761687,0.0203244270403111,0.9837845698496802,
OR52L2P,0.05657347189890823,0.26516241683504554,4.619493256084319,0.05740075851086068,0.9542259587959454,
OR52M1,0.036028031258492375,0.17850054998531079,4.567922321780321,0.03907696703470677,0.9688290245836537,
OR52M2P,0.13559878543649523,0.4682601147320006,2.27300181844128,0.20600956450316954,0.8367834401598111,
OR52N1,0.021539623680217012,0.08035553704238525,4.619948683752781,0.017393166578879078,0.9861229606122827,
OR52N2,0.09923660665318629,0.32229060123193287,2.259861127196118,0.14261522416282685,0.886594073248574,
OR52N3P,0.06893525653112051,0.28943215083222174,3.171846800772104,0.09125035634185326,0.9272936632433614,
OR52N4,0.4004250838850872,0.5082778276897207,0.9058636938191003,0.5610974710188827,0.5747310920941193,
OR52N5,0.10869983265550817,0.030008617751733774,3.7018766108485495,0.008106325765637865,0.9935321586631928,
OR52P1P,0.46418758055070336,1.1264351207112642,1.2796010558617714,0.8803018062161923,0.3786958344046436,
OR52P2P,0.4164275425582146,1.3981934521841501,1.5594237141225684,0.8966090739301495,0.3699275544463334,
OR52Q1P,0.12969893093557094,0.09903531649756096,4.348875868510638,0.02277262434981333,0.9818316449644249,
OR52R1,0.05978535777364519,0.08527707453016929,4.399387274552841,0.019383852615893416,0.9845348917354649,
OR52S1P,0.1344494118898606,-0.06707105046785626,3.3452841988963895,-0.020049432717848908,0.9840039388708668,
OR52T1P,0.3037184960785636,0.6075951609789059,1.1707662100129086,0.5189722386779566,0.6037801006705131,
OR52U1P,0.42541085791587,0.4000143045025844,1.0055059107297264,0.3978239215046302,0.6907599827320585,
OR52V1P,0.2913116440850296,0.8379880561835873,1.3738984405828418,0.6099344983811845,0.5419051986282968,
OR52W1,0.2951034243379689,1.174444637098734,1.5911735430745761,0.7380996511728007,0.46045389572590045,
OR52X1P,0.02340320689135488,0.10409925786339438,4.619242882895907,0.022536000055085263,0.9820203953941982,
OR52Y1P,0.02844848462580593,0.03462330149899716,4.620070244495506,0.0074941071600044245,0.9940206235686825,
OR52Z1,0.18957191335454693,0.13512834816603753,3.365560966207124,0.040150319522609244,0.9679732849405341,
OR55B1P,0.044568796934951325,-0.31077187911512755,3.1752958706993986,-0.0978717863688955,0.92203410361938,
OR56A1,0.22986784701542107,0.10567635472990865,4.619882941985772,0.02287424942513492,0.9817505810021049,
OR56A3,0.01564393363773728,0.06735318042390671,4.619982872460934,0.014578664528258217,0.9883683206851662,
OR56A4,0.0,,,,,
OR56A5,0.019155347013046872,0.06463740575322918,4.618931099469174,0.013994018174607015,0.9888347533758521,
OR56A7P,0.02923827058877597,0.10137512734813613,4.619894071548142,0.02194317137539151,0.9824932872775751,
OR56B1,0.6449683175498744,0.8362135340468165,1.412165602801057,0.5921497679791742,0.5537503030460538,
OR56B2P,0.12891762626373593,0.15633352371111373,3.188717490094544,0.04902708508883253,0.9608977111094392,
OR56B3P,0.1366956669662537,0.2842654549860473,2.745066236387791,0.1035550440342415,0.9175224654403867,
OR56B4,0.037671076808566725,0.13774585328932784,3.9141296261923553,0.03519194979327404,0.9719266813910322,
OR5A1,0.04361761281253667,0.1921790250530936,4.618048473639482,0.041614769994312635,0.9668057986891525,
OR5AC1,0.019477054746287126,0.10384874254771694,4.619887650344472,0.022478629440257854,0.9820661589291105,
OR5AC2,0.27977421005341324,0.10567635543415378,4.619882941983959,0.022874249577581766,0.9817505808805017,
OR5AC4P,0.02472321525888917,0.0723683757343471,4.619969690170692,0.0156642533582668,0.9875022451842774,
OR5AH1P,0.0,,,,,
OR5AK1P,0.006902564548049905,0.04976275467847767,4.620029595079721,0.010771090023205573,0.9914060797403746,
OR5AK2,0.04640792619818571,0.12957002597098008,4.61982190706365,0.02804654131209455,0.9776250311316496,
OR5AK3P,0.11949332664047366,-0.05050329362999433,3.6204882090226485,-0.013949304821414599,0.9888704259880756,
OR5AK4P,0.003475370325666219,0.02987157506746235,4.620083086880907,0.006465592610722751,0.9948412394221964,
OR5AL1,0.024368108255492304,0.08982057762219106,4.6199239802784655,0.01944200337616316,0.9844885028835694,
OR5AL2P,0.031925242550475894,0.1056763540735651,4.6198829419874645,0.022874249283057233,0.9817505811154368,
OR5AM1P,0.03554080792578726,0.11863310680127706,4.619849725048539,0.025678996907205813,0.9795133763726693,
OR5AN1,0.05594562930437478,0.05183377156264106,3.893716107131249,0.013312159935776707,0.989378746822321,
OR5AN2P,0.023243646309986668,0.049342595817425026,4.620030717731916,0.010680144534114372,0.99147863956825,
OR5AO1P,0.013281629120444118,0.034623300945607886,4.620070244496997,0.007494107040222599,0.9940206236642519,
OR5AP1P,0.025207088515010734,0.0661347306640482,4.6199860913606345,0.014314919862577078,0.9885787365222276,
OR5AP2,0.01931640588311678,-0.16010563949462983,4.6157721962482166,-0.03468664238342754,0.9723296123525762,
OR5AQ1P,0.04842028363738125,0.07401454125733256,4.619965320222687,0.016020583733248668,0.9872179703572409,
OR5AR1,0.008988886777324843,0.04249542023806638,4.620049057154481,0.00919804523985717,0.9926611251967692,
OR5AS1,0.0,,,,,
OR5AU1,0.056346499383295945,0.05248687248939937,4.44982628249975,0.011795263265853641,0.9905889597736464,
OR5AW1P,0.015106663662587734,0.05563612092738972,4.620013934190364,0.012042414096558278,0.9903917759484773,
OR5AZ1P,0.019099489817785573,0.03892081747290577,4.178694767290099,0.009314108744570037,0.99256852388523,
OR5B10P,0.03961244925417425,0.2187884565711848,4.619602350301379,0.047360885197599574,0.9622256031076868,
OR5B12,0.0487218305280432,-0.022453997196105066,4.296670495125777,-0.00522590625033437,0.9958303490655916,
OR5B15P,0.08853488916826754,0.22708358257629602,3.824597601559015,0.05937450321145689,0.9526538207124662,
OR5B17,0.07991281621126284,0.21140536095756865,3.657011416433511,0.05780823106200228,0.9539013817061448,
OR5B19P,0.05854240039017973,0.1324480929163933,4.619814659554065,0.028669568516668173,0.9771281271922934,
OR5B1P,0.07769924088569419,0.2919301603796096,4.204386858724109,0.06943465722566754,0.9446436430008793,
OR5B2,0.04797466760501354,0.1162243932680592,4.286697139370204,0.027112807247477888,0.9783697598101648,
OR5B21,0.2112444599860467,-0.551801620791117,1.448498258874593,-0.38094738285694446,0.703242292183333,
OR5B3,0.410997770428856,0.13955377296759994,2.685257216832019,0.05197035579788555,0.9585523141280492,
OR5BB1P,0.057736386903088764,0.1376811686920454,4.619801406053169,0.029802399841613637,0.9762246448214483,
OR5BC1P,0.03277216865040463,0.04249542069017457,4.620049057153265,0.009198045337717465,0.9926611251186913,
OR5BD1P,0.26024626048469013,0.136452657256424,4.61980450406304,0.029536457037611916,0.9764367431052394,
OR5BE1P,0.00441570619077038,0.018916293739966734,4.620112849414437,0.004094335865056678,0.9967332017537414,
OR5BH1P,0.05921648299413929,0.06868241333584765,4.6199793638487545,0.014866389636561185,0.9881387741430641,
OR5BJ1P,0.09186565662869153,0.22461296580733084,2.8817046301018903,0.07794447892440283,0.9378722179445357,
OR5BK1P,0.16075650747471618,0.4670167604230288,1.7073757599410475,0.2735289860500035,0.7844466139252392,
OR5BL1P,0.006557915080946084,-0.14735772489338286,4.616705639215755,-0.03191837132557897,0.9745371479044541,
OR5BM1P,0.0,,,,,
OR5BN1P,0.13722436533166116,0.09774354266492158,4.619903420094037,0.021157053249163386,0.9831203731487687,
OR5BN2P,0.011933052177731947,0.03462330160477309,4.620070244495219,0.007494107182899764,0.9940206235504152,
OR5BP1P,0.0,,,,,
OR5BQ1P,0.0,,,,,
OR5BR1P,0.026055936338208584,0.07617376831807028,4.618454184390401,0.01649334718432952,0.9868408095452296,
OR5BS1P,0.20400898983680163,0.32964781394818565,4.456973274575015,0.07396225950661967,0.941040415525694,
OR5BT1P,0.18466287652537328,-0.20794789466769778,2.437673493377974,-0.08530588498935382,0.9320182130449358,
OR5C1,0.0728792519380776,-0.2786505835204398,2.820635586687381,-0.09878999784147709,0.9213050102104418,
OR5D13,0.0,,,,,
OR5D14,0.05317162098999793,0.10567635249428572,4.619882941991535,0.022874248941193054,0.9817505813881335,
OR5D15P,0.008435941428895704,0.034623300878276676,4.6200702444971835,0.007494107025648662,0.99402062367588,
OR5D16,0.0075674077040855945,0.03449342499267892,4.620070594974586,0.007465995223146296,0.9940430530215894,
OR5D17P,0.3048895398447685,0.1254832145650028,4.619832278293256,0.027161855021144002,0.9783306397561546,
OR5D18,0.009615069890277201,-0.19195088152877474,4.615858717083435,-0.041585085959923045,0.9668294626371622,
OR5D2P,0.013556089636828113,0.0746673712388821,4.619963643803227,0.016161895849339355,0.9871052341978703,
OR5E1P,0.03693817492344971,0.11369127598121591,3.924179194906624,0.028971988875732574,0.9768869308519836,
OR5F1,0.036345770867037115,0.026764964583552465,4.620091504851528,0.00579316763649524,0.9953777468391244,
OR5F2P,0.011448508595287728,0.04249542035193985,4.620049057154175,0.009198045264505456,0.9926611251771036,
OR5G1P,0.13317590343618232,0.11465114061039913,4.328575885012865,0.026487034917734468,0.9788688746092647,
OR5G3,0.0064804259109642525,0.04001766383299658,4.620055714016859,0.008661727544017787,0.9930890277394079,
OR5G4P,0.042796640761295135,0.2778691623257493,4.619463984107139,0.06015181918978777,0.9520347189008245,
OR5G5P,0.020296132297680205,0.0679794606195808,4.619981218962404,0.014714228780966392,0.9882601676620453,
OR5H1,0.003069770708671477,0.032016992167032375,4.62007728352133,0.006929968959876287,0.9944707290168249,
OR5H14,0.08696312747692356,0.0740145428768894,4.619965320218425,0.01602058408381951,0.9872179700775617,
OR5H15,0.048004091086391705,0.12964826102649418,4.619821708797585,0.028063477163978723,0.9776115235937338,
OR5H2,0.0,,,,,
OR5H3P,0.019220298608913857,0.04070875023475125,4.620053856214749,0.008811315084561436,0.9929696787052831,
OR5H4P,0.039598617942741506,0.08982057747639657,4.619923980278846,0.01944200334460379,0.9844885029087453,
OR5H5P,0.15762311280517582,0.05037516973875589,4.62002795928267,0.010903650407037235,0.9913003180677809,
OR5H6,0.0,,,,,
OR5H7P,0.025475934802284345,0.11873641652899279,4.619849461338131,0.025701360514591536,0.9794955386828905,
OR5H8,0.031244398558323217,0.019257544372802134,4.616872134227004,0.004171123612030983,0.9966719345191946,
OR5I1,0.021330150357799785,0.0661347303171605,4.61998609136155,0.0143149197874901,0.9885787365821322,
OR5J1P,0.06298105855337327,0.3269519895191583,4.619353012805001,0.07077874079180277,0.9435738517731329,
OR5J2,0.08112792205757974,0.09987860445121384,4.137594727270239,0.024139291311671876,0.9807415025102215,
OR5J7P,0.0018866281563534688,0.011097079964551072,4.620134224085725,0.002401895578422738,0.9980835664439995,
OR5K1,0.020741534866975504,0.05650762856286838,4.620011615552717,0.012231057682331835,0.9902412712292249,
OR5K2,0.13213507929366888,-1.0331258008636555,2.6421277850695226,-0.3910203763428008,0.6957821744046726,
OR5K3,0.020062881144339826,0.050375170025593656,4.620027959281898,0.010903650469124778,0.9913003180182451,
OR5K4,0.058008931421364214,0.11362141865549008,4.61986253965184,0.02459411241791033,0.9803787154906265,
OR5L1,0.004595633578381585,0.01891629374900017,4.62011284941441,0.004094335867011944,0.9967332017521813,
OR5L2,0.0,,,,,
OR5M1,0.009061076630884695,0.04249542027825218,4.620049057154368,0.009198045248555527,0.9926611251898292,
OR5M10,0.07423348148169437,0.1537470669734061,4.619761116217113,0.03328030673137959,0.9734510580116463,
OR5M11,0.08075763072073698,0.09406646429144973,3.8681665929942106,0.02431810058589959,0.9805988752205492,
OR5M12P,0.008519197689535542,0.06976144578809089,4.619976517924958,0.015099956789266091,0.9879524354357063,
OR5M13P,0.03301741610017116,0.12352876890079982,4.619837248073296,0.026738770711526152,0.9786680896217599,
OR5M14P,0.010434046861345142,0.04249542063245095,4.620049057153416,0.009198045325223008,0.99266112512866,
OR5M2P,0.031088213496598176,0.11362141853143737,4.619862539652157,0.02459411239105661,0.9803787155120461,
OR5M3,0.014626382388530718,0.06613473051266493,4.6199860913610316,0.014314919829808809,0.9885787365483703,
OR5M4P,0.006214655826475841,0.04217606963920628,4.620049914526211,0.009128920773474254,0.9927162762257103,
OR5M5P,0.15759270545353354,0.04250823653889911,4.493178543240095,0.009460615938098426,0.9924516332080386,
OR5M6P,0.021355431010044102,0.01394098231698009,4.61980051438711,0.0030176589386413325,0.9975922601773429,
OR5M7P,0.03605204154318495,0.0898205785777689,4.619923980275972,0.019442003583012082,0.984488502718559,
OR5M8,0.14425881827671277,0.20242973475988027,3.9896663056749833,0.050738512760312826,0.9595338874125472,
OR5M9,0.02286892656227581,0.07401454189961498,4.619965320221,0.016020583872277734,0.987217970246326,
OR5P1P,0.07986135048045911,-0.13172647710073526,3.8823473111089597,-0.03392959633565311,0.9729332923070831,
OR5P2,0.03261396524045573,0.23122820194806548,3.55421004657776,0.06505755116265793,0.948128178059731,
OR5P3,0.11694911503674432,0.24663412744193092,3.6507400499391744,0.06755729634763782,0.9461380502720591,
OR5P4P,0.03964061096870439,0.20844514931807162,3.8874241392133735,0.053620377363878494,0.9572376210771798,
OR5R1,0.1594262810125429,0.05830332976559498,4.171368712825656,0.013977026194383261,0.9888483096886928,
OR5S1P,0.003335262424416482,0.026764964448343087,4.620091504851895,0.005793167607229261,0.9953777468624748,
OR5T1,0.021299420746050745,0.1851933649243891,4.619683543965913,0.040087889822298085,0.9680230565636452,
OR5T2,0.1555522812356355,0.066179839315594,4.191637827717736,0.015788539476853516,0.9874030914712825,
OR5T3,0.0,,,,,
OR5V1,0.004551843200532632,0.026764964553650294,4.620091504851608,0.005793167630022938,0.9953777468442884,
OR5W1P,0.1711622319981464,0.3457006744697657,3.4498390749164334,0.10020776823572262,0.9201793788997575,
OR5W2,0.0437627717324004,0.10352599632593758,4.619888482406008,0.022408765215913156,0.9821218884772571,
OR6A2,0.1013920075449563,-0.0306342030852898,2.23212717754677,-0.013724219387426868,0.9890500009891597,
OR6B1,0.027566084014937632,-0.6246154721630123,4.607606066562111,-0.13556182172254558,0.892167688616274,
OR6B2,0.19001610535561297,0.18147054941730723,3.3733460014436774,0.05379541539457974,0.957098162217424,
OR6B3,0.026552763779903368,-0.15300987246560394,4.6156906033296545,-0.033149941279691945,0.9735550172307004,
OR6C1,0.009333872389311713,0.05037516916313553,4.620027959284209,0.010903650282441205,0.9913003181671882,
OR6C2,0.0010431062590543748,0.01315978597082886,4.620128574741201,0.002848359251899394,0.9977273412023603,
OR6C3,0.007826341540438082,-0.01119612174791998,4.619237201603063,-0.0024238031647377777,0.9980660867699968,
OR6C4,0.08824097832724975,0.2325972678218303,4.090888898951111,0.05685739054939071,0.9546587967878669,
OR6C5P,0.002108985357223926,0.011097079976709315,4.620134224085699,0.00240189558105433,0.9980835664418999,
OR6C6,0.21274439763527347,0.31966897767383806,1.2370773405351005,0.2584066227707029,0.7960931058978589,
OR6C64P,0.0694509624960047,0.1861323352616552,3.740645181747672,0.04975942015828726,0.9603141046220489,
OR6C65,0.11820500467410264,0.06694414379925738,4.118725106779015,0.01625360811020719,0.9870320680116019,
OR6C66P,0.008162179493145266,0.042495419869809085,4.620049057155468,0.009198045160146683,0.9926611252603663,
OR6C68,0.009796278137144546,0.0449521885663547,4.620042467424101,0.009729821507770195,0.9922368481286318,
OR6C69P,0.05089226451843169,0.058254940222784955,4.6200069708658855,0.012609275395068672,0.989939520432426,
OR6C70,0.023331231589777846,0.06724409969632263,4.619983200135503,0.01455505286130702,0.9883871580709908,
OR6C71P,0.0800111798311306,0.05037517050831102,4.62002795928061,0.010903650573611463,0.9913003179348818,
OR6C72P,0.020831890514081356,0.08409044741459676,4.619938917282755,0.01820163619480386,0.9854779973587572,
OR6C73P,0.0,,,,,
OR6C74,0.09088249492992677,0.17795346042861912,4.61970123173801,0.038520556092686974,0.9692726422537687,
OR6C75,0.015878575981506587,0.10567635221745686,4.619882941992248,0.02287424888126834,0.9817505814359341,
OR6C76,0.03498000998627212,-0.14236493389769936,4.615724743325582,-0.03084346268775267,0.9753943786815432,
OR6C7P,0.020295550760800796,0.0661347302939735,4.619986091361611,0.014314919782471068,0.9885787365861365,
OR6D1P,0.002146667941454863,0.011097079978650597,4.62013422408569,0.0024018955814745137,0.9980835664415646,
OR6E1P,0.18565249504474848,-0.017396766122358045,2.019166910103859,-0.008615813796920441,0.993125660242405,
OR6F1,0.011329349144608907,0.08321415425052657,4.6199412065498136,0.018011950916724147,0.9856293195053537,
OR6K1P,0.2300711253261441,0.4398207507245549,1.9059762554153576,0.23075877754243454,0.8175022076886358,
OR6K2,0.020115356155835314,0.10429273578932394,4.619886505989966,0.022574739802396018,0.9819894934095419,
OR6K4P,0.005429392637334955,0.01891629378426057,4.620112849414312,0.004094335874643965,0.9967332017460919,
OR6K5P,0.044768583806316875,0.20591097280949536,4.619633244515173,0.044573013031709956,0.964447653754476,
OR6K6,0.2644350745690147,0.4233303757080065,4.619145457476669,0.091646903005142,0.9269785850197049,
OR6L1P,0.10523655548717531,-0.055730847128950614,2.5879856286663965,-0.02153445000298129,0.9828193227006801,
OR6L2P,0.04423101688070186,0.1909261017807686,4.619669528126103,0.04132895234569187,0.9670336521488188,
OR6M1,0.24218317943400977,0.20830222564778034,2.2794809763347557,0.09138142753124248,0.9271895186810027,
OR6M2P,0.015315319699280171,0.07401454156089057,4.619965320221888,0.01602058379895713,0.9872179703048198,
OR6M3P,0.03172384214779494,0.06613473097129195,4.61998609135982,0.014314919929082782,0.9885787364691692,
OR6N1,0.024931894384752896,-0.12274681312726372,4.617244159907297,-0.02658443194169922,0.9787911903829066,
OR6N2,0.019470598047139652,-0.1521995227189574,4.615750978397968,-0.03297394582837367,0.9736953645566547,
OR6P1,0.06570106493032593,0.09693712122053277,4.619905507846928,0.020982490021902975,0.9832596235399957,
OR6Q1,0.028454439306955896,0.0005872120613244324,4.618524192783434,0.00012714279211570802,0.9998985547294268,
OR6R1P,0.23839855475087618,0.20338014250183156,3.266787449250674,0.06225692539270723,0.9503582304561625,
OR6R2P,0.057701453167200795,-0.3796371435776277,3.6282303106482945,-0.10463424619530116,0.9166660393177136,
OR6S1,0.021165425544016365,0.12743525214430476,4.6198273604989355,0.027584418680645657,0.9779936090290883,
OR6T1,0.011400843904888963,0.0721196336654991,4.6199703053163965,0.015610410651884054,0.9875452001962739,
OR6U2P,0.23534965684837494,0.10567635554648047,4.619882941983672,0.022874249601896938,0.981750580861106,
OR6V1,0.11482169373051046,0.2766922822889495,3.266651231996918,0.08470211927699618,0.9324982110853024,
OR6W1P,0.2727841548404331,0.37371510522614226,2.6761605455806143,0.1396459961429787,0.88893969699345,
OR6X1,0.10348776155126121,0.31018815044327125,3.9821269940911277,0.07789509247282755,0.9379115031905035,
OR6Y1,0.06500458618452154,0.07401454163897528,4.6199653202216835,0.01602058381585942,0.9872179702913355,
OR7A10,0.0585123678926986,0.005448242130532641,4.153444322424157,0.0013117407403580592,0.9989533826156383,
OR7A11P,0.016483816584226683,0.08299576079961898,4.619941816864907,0.0179646766322135,0.9856670328249634,
OR7A15P,0.03581276072042576,0.1376811711385788,4.619801406046995,0.02980240037122891,0.9762246443990641,
OR7A17,0.0938145263350193,0.1635187941682064,2.0141452781614557,0.08118520344146624,0.9352946666135551,
OR7A18P,0.0,,,,,
OR7A19P,0.27587468329638637,0.1958870206119922,1.2772793407059109,0.15336270960409631,0.8781122503807653,
OR7A1P,0.07640659897069937,0.034623302627662826,4.620070244492458,0.00749410740430558,0.9940206233737638,
OR7A2P,0.025245173408315166,-0.034371455597602456,4.618617688455707,-0.007441935643106885,0.9940622492557476,
OR7A3P,0.017688185852510706,-0.025311561267436066,4.616985159420767,-0.005482270441304944,0.9956258029680406,
OR7A8P,0.07652415480402758,0.2934780565412159,4.619428269864609,0.06353125092465556,0.9493434748606596,
OR7C1,0.09006837007896154,0.16820108206972093,3.4088525999093005,0.04934243330855557,0.9606464037924576,
OR7C2,0.002108985357223926,0.011097079976709315,4.620134224085699,0.00240189558105433,0.9980835664418999,
OR7D1P,0.0063986611946830535,0.03980394521688222,4.620056288714137,0.008615467589456692,0.9931259364657431,
OR7D2,0.8649729259961862,1.494944902437686,1.3525596454476634,1.1052709634427225,0.2690421957689556,
OR7D4,0.005813500400905906,0.02676496481950763,4.620091504850883,0.005793167687567585,0.9953777467983752,
OR7E100P,0.32375981389312225,0.9015665760803819,1.305385466684232,0.6906516114128515,0.48978450497098425,
OR7E101P,0.015390614477668043,0.0424954203434007,4.62004905715419,0.009198045262657144,0.9926611251785783,
OR7E102P,0.08886332103452953,-0.26453925251567173,2.5357075006126273,-0.10432561817629163,0.9169109484725169,
OR7E103P,0.1299087347643656,0.2413149726780669,1.94233781326925,0.1242394453886974,0.9011256912601036,
OR7E105P,0.10620320205883403,-0.12181337841139338,3.316603670492338,-0.03672834939403858,0.970701604340287,
